feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_00930,Network outage notification system has improved. Now get advance warning via SMS.,Network Outage|SMS Services,Positive|Positive,2
fb_00931,SIM activation for porting was smooth. No downtime during transition.,SIM Activation,Positive,1
fb_00932,Network congestion and network outages are both frequent in my area. SMS is the only reliable service. SIM works fine otherwise rn,Network Congestion|Network Outage|SMS Services|SIM Activation,Negative|Negative|Positive|Neutral,4
fb_00933,SMS services are declining in relevance but still needed for banking OTPs.,SMS Services,Neutral,1
fb_00934,Network outage during exam results was the worst timing. Couldnt check anything online WORST experience!,Network Outage,Negative,1
fb_00935,SIM activation and network congestion are both fine in my experience. No outages either.,SIM Activation|Network Congestion|Network Outage,Positive|Neutral|Positive,3
fb_00936,Great value for money... if money means nothing to u.,Network Congestion,Negative,1
fb_00937,SMS bulk messaging for my business works well. Delivery rates are high...,SMS Services,Positive,1
fb_00938,Network outage happened but SIM reactivated automatically after. SMS notification about restoration was timely. Network congestion post-outage was brief HATE this!,Network Outage|SIM Activation|SMS Services|Network Congestion,Negative|Positive|Positive|Neutral,4
fb_00939,SIM activation via video KYC is the best innovation in telecom recently.,SIM Activation,Positive,1
fb_00940,Great value for money... if money means nothing to u.,Network Congestion|Network Outage|SMS Services,Negative|Negative|Negative,3
fb_00941,Network outage recovery time has improved. Usually back within an hour now.,Network Outage,Neutral,1
fb_00942,SIM activation was easy. SMS services work. Network congestion is the only issue.,SIM Activation|SMS Services|Network Congestion,Positive|Positive|Negative,3
fb_00943,Network congestion is acceptable in my area. Not perfect but manageable.,Network Congestion,Neutral,1
fb_00944,SMS OTP delivery is fast... SIM activation confirmation also came quickly via SMS...,SMS Services|SIM Activation,Positive|Positive,2
fb_00945,"Sure, network stability is 'premium'. Premium garbage maybe.",Network Outage,Negative,1
fb_00946,SIM activation process needs modernization. Still too paper-heavy.,SIM Activation,Negative,1
fb_00947,Network congestion has reduced in my area after new tower installation. SMS delivery is also faster now.,Network Congestion|SMS Services,Positive|Positive,2
fb_00948,Network outage and network congestion are different problems but this provider has both frequently.,Network Outage|Network Congestion,Negative|Negative,2
fb_00949,SMS services are reliable. SIM activation was smooth. No complaints imo,SMS Services|SIM Activation,Positive|Positive,2
fb_00950,"Overall SMS works, SIM activation is easy, but network outages and congestion remain major pain points for this provider.",SMS Services|SIM Activation|Network Outage|Network Congestion,Positive|Positive|Negative|Negative,4
fb_00951,International calling to US is expensive. 5G doesnt help with call quality for ISD calls.,International Calling|5G Experience,Negative|Negative,2
fb_00952,Device compatibility with my phone is perfect. OTT bundle streams in 4K on 5G which is amazing. International calling via the app is also free to many countries.,Device Compatibility|OTT Bundle Services|5G Experience|International Calling,Positive|Positive|Positive|Positive,4
fb_00953,OTT bundle selection is disappointing. Only 2 apps included.,OTT Bundle Services,Negative,1
fb_00954,5G experience is terrible. Speeds barely better than 4G. Device compatibility might be the issue but support says my phone is fully compatible. International calling quality is also poor on 5G.,5G Experience|Device Compatibility|International Calling,Negative|Negative|Negative,3
fb_00955,Device compatibility is never an issue with mainstream phones.,Device Compatibility,Positive,1
fb_00956,International calling rates r too high. OTT apps like WhatsApp are free alternatives. 5G makes video calling via OTT apps smooth though.,International Calling|OTT Bundle Services|5G Experience,Negative|Positive|Positive,3
fb_00957,bruh 5G coverage is still too limited to be useful daily.,5G Experience,Negative,1
fb_00958,OTT bundle with Netflix is the main attraction. Device compatibility for streaming is good across phones and tablets. 5G makes buffering nonexistent.,OTT Bundle Services|Device Compatibility|5G Experience,Positive|Positive|Positive,3
fb_00959,International calling quality to Middle East is poor. Echo and delay on every call.,International Calling,Negative,1
fb_00960,Device compatibility with eSIM and 5G works perfectly on my iPhone 15. OTT streaming is flawless. International calling via FaceTime on 5G is crystal clear.,Device Compatibility|5G Experience|OTT Bundle Services|International Calling,Positive|Positive|Positive|Positive,4
fb_00961,5G drains battery too fast... Not practical for daily use...,5G Experience,Negative,1
fb_00962,bruh oTT bundle apps crash on older devices. Device compatibility for OTT streaming needs improvement.,OTT Bundle Services|Device Compatibility,Negative|Negative,2
fb_00963,International calling pack is overpriced for what it offers. 5G doesnt improve ISD call quality HATE this!,International Calling|5G Experience,Negative|Negative,2
fb_00964,Device compatibility is EXCELLENT. Works on all my devices without issues tho,Device Compatibility,Positive,1
fb_00965,OTT bundle content is refreshed monthly. Good variety. 5G makes streaming in 4K possible on mobile. Ugh.,OTT Bundle Services|5G Experience,Positive|Positive,2
fb_00966,International calling to Africa is absurdly expensive. No improvement in years.,International Calling,Negative,1
fb_00967,Amazing... network gone again. What a surprise. Paying premium for this 'service'.,5G Experience|OTT Bundle Services|Device Compatibility|International Calling,Negative|Negative|Negative|Negative,4
fb_00968,OTT bundle auto-renewal is convenient. No interruption in service.,OTT Bundle Services,Positive,1
fb_00969,Device compatibility with my Samsung tablet for OTT streaming is perfect. 5G hotspot from phone to tablet works great.,Device Compatibility|OTT Bundle Services|5G Experience,Positive|Positive|Positive,3
fb_00970,International calling rates need to come down. Competitors are much cheaper imo,International Calling,Negative,1
fb_00971,5G is not available in my area. Paying for nothing extra WORST experience!,5G Experience,Negative,1
fb_00972,OTT bundle with 7 apps is incredible value. Device compatibility across the family is good. International calling via included apps is free.,OTT Bundle Services|Device Compatibility|International Calling,Positive|Positive|Positive,3
fb_00973,Device compatibility issues with my imported phone. Some 5G bands not supported.,Device Compatibility|5G Experience,Negative|Negative,2
fb_00974,International calling quality has improved with VoLTE. Much clearer now.,International Calling,Positive,1
fb_00975,5G and OTT streaming together are amazing. Downloaded entire movies in seconds. Device handles it perfectly.,5G Experience|OTT Bundle Services|Device Compatibility,Positive|Positive|Positive,3
fb_00976,OTT bundle is mediocre. Limited content library compared to standalone subscriptions.,OTT Bundle Services,Negative,1
fb_00977,International calling via WiFi calling works well on compatible devices. 5G also improves VoIP call quality.,International Calling|Device Compatibility|5G Experience,Positive|Positive|Positive,3
fb_00978,"5G experience is inconsistent. Good in some spots, nonexistent in others.",5G Experience,Neutral,1
fb_00979,OTT bundle and device compatibility are both fine. International calling is expensive. 5G is okay where available.,OTT Bundle Services|Device Compatibility|International Calling|5G Experience,Positive|Positive|Negative|Neutral,4
fb_00980,Device compatibility with wearables for international calling is now supported. Nice addition.,Device Compatibility|International Calling,Positive|Positive,2
fb_00981,5G speeds are impressive when available. OTT streaming is buffer-free truly PATHETIC!,5G Experience|OTT Bundle Services,Positive|Positive,2
fb_00982,Great value for money... if money means nothing to u.,International Calling,Negative,1
fb_00983,Fantastic network coverage... if u live on top of their tower maybe.,OTT Bundle Services|Device Compatibility,Negative|Negative,2
fb_00984,5G experience in Bangalore is excellent. Device compatibility is perfect on my Pixel.,5G Experience|Device Compatibility,Positive|Positive,2
fb_00985,SERIOUSLY Fantastic network coverage... if u live on top of their tower maybe.,International Calling,Negative,1
fb_00986,OTT bundle is the reason I chose this provider. 5G makes streaming incredible. Device compatibility is flawless.,OTT Bundle Services|5G Experience|Device Compatibility,Positive|Positive|Positive,3
fb_00987,Device compatibility testing tool on the website would be helpful imo,Device Compatibility,Neutral,1
fb_00988,International calling quality is poor. 5G doesnt help. OTT apps for calling are better alternatives. Device handles VoIP well.,International Calling|5G Experience|OTT Bundle Services|Device Compatibility,Negative|Negative|Positive|Positive,4
fb_00989,5G rollout is too slow. Most areas still on 4G only.,5G Experience,Negative,1
fb_00990,OTT bundle with premium content is worth the plan price alone.,OTT Bundle Services,Positive,1
